protocol_version,milestone_id,run_id,row_id,evidence_layer,surface_id,scenario_role,fixture_id,seed,subject_id,checkpoint_path,actor_contract_id,observation_shape,action_shape,actor_encoder,action_horizon,actor_input_leak_flags,reset_status,backend_status,episode_started,episode_completed,step_count,terminal_status,action_finite,action_within_bounds,collision_event,obstacle_passed_event,road_departure_event,minimum_obstacle_clearance_m,minimum_road_margin_m,final_road_margin_m,maximum_abs_lateral_velocity,maximum_abs_yaw_rate,maximum_abs_lateral_position,final_abs_lateral_velocity,final_abs_yaw_rate,recovery_time_proxy_s,steering_saturation_fraction,throttle_saturation_fraction,brake_saturation_fraction,command_delta_l1_mean,simultaneous_throttle_brake_fraction,collision_speed_proxy,impact_angle_proxy,severity_proxy,mitigation_delta_against_reference,metric_completeness_flags,diagnostic_only_no_ranking_claim,claim_scope,forbidden_interpretation,source_artifact,attempted_row_retained,seed_panel_id,seed_index,base_fixture_id,fresh_seed_variant_digest,mitigation_reference_subject,mitigation_reference_seed,denominator_gap_reason,ranking_or_winner_field_emitted,dynamics_axis_id,dynamics_axis_family,axis_index,source_only_fault_axis_applied,delay_noise_diagnostic_metadata_only,post_repair_row_id,source_checkpoint_path,repaired_checkpoint_path,repair_execution_started,repair_training_started,repaired_checkpoint_written,gap_target_family,protected_reference_family,repair_target_admitted,protected_reference_only,taxonomy_labels_actor_visible,repair_target_labels_actor_visible
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_coast_open_loop_stable_avoidable_seed_264100_fresh_nominal_or_role_default,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,264100,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,11.9616213570571,1.8242344013195213,1.8242344013195213,0.026539374714810892,0.020241106016254704,0.24804228189620509,5.379772356749113e-07,5.199463828614577e-05,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,m2641_source_only_stable_avoidable_base,71f9f812cccef278,straight_full_brake_open_loop,264100,,False,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0,False,False,m2648_coast_open_loop_stable_avoidable_seed_264100_fresh_nominal_or_role_default,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264100_fresh_nominal_or_role_default,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,264100,m1154_original_policy,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,True,16.41240187591091,-3.2245710156950183,-3.2245710156950183,1.2424878512233861,0.9264665190091493,5.352084072165504,1.2424878512233861,0.9264665190091493,0.0,0.0,0.0,0.0,0.027704249360138856,1.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,m2641_source_only_stable_avoidable_base,71f9f812cccef278,straight_full_brake_open_loop,264100,,False,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0,False,False,m2648_m1154_original_policy_stable_avoidable_seed_264100_fresh_nominal_or_role_default,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_m2532_guarded_repair_policy_stable_avoidable_seed_264100_fresh_nominal_or_role_default,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,264100,m2532_guarded_repair_policy,runs/m2532_engineering_controller_failure_surface_guarded_repair_execution/checkpoints/m2532_guarded_actor_head_repair.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,18.356787530145294,0.6374023840012897,0.6380793424713675,0.8201012913627261,0.5816340138636567,1.4900085273076424,0.24206131388791877,0.16020956053997445,0.0,1.0,1.0,1.0,0.004673424400860751,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,m2641_source_only_stable_avoidable_base,71f9f812cccef278,straight_full_brake_open_loop,264100,,False,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0,False,False,m2648_m2532_guarded_repair_policy_stable_avoidable_seed_264100_fresh_nominal_or_role_default,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_m2537_mitigation_preserving_policy_stable_avoidable_seed_264100_fresh_nominal_or_role_default,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,264100,m2537_mitigation_preserving_policy,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,18.385814504814327,0.6670134177270151,0.6680024655424175,0.8154454809036961,0.5769437161490258,1.4603966843628022,0.24797809275271462,0.1646221715213752,0.0,1.0,1.0,1.0,0.004150511343267899,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,m2641_source_only_stable_avoidable_base,71f9f812cccef278,straight_full_brake_open_loop,264100,,False,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0,False,False,m2648_m2537_mitigation_preserving_policy_stable_avoidable_seed_264100_fresh_nominal_or_role_default,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_straight_full_brake_open_loop_stable_avoidable_seed_264100_fresh_nominal_or_role_default,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_nominal,264100,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,17.031038236400576,1.8851760160390385,1.8855212347134493,0.026538476871011886,0.02001767677036714,0.18735904162961545,0.02151194304971704,0.013208295464695019,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_nominal_or_role_default,0,m2641_source_only_stable_avoidable_base,71f9f812cccef278,straight_full_brake_open_loop,264100,,False,fresh_nominal_or_role_default,fresh_nominal_or_role_default,0,False,False,m2648_straight_full_brake_open_loop_stable_avoidable_seed_264100_fresh_nominal_or_role_default,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_coast_open_loop_stable_avoidable_seed_264100_fresh_fault_delay_noise,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_fault_delay_noise,264100,coast_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,11.961566241670093,1.8277154674617244,1.8277154674617244,0.030506498243668655,0.024266734562447233,0.24456121184256954,4.842375619366817e-06,6.783535158283242e-05,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_fault_delay_noise,0,m2641_source_only_stable_avoidable_base,ad24561d4f063e38,straight_full_brake_open_loop,264100,,False,fresh_fault_delay_noise,fresh_fault_delay_noise,1,True,True,m2648_coast_open_loop_stable_avoidable_seed_264100_fresh_fault_delay_noise,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_m1154_original_policy_stable_avoidable_seed_264100_fresh_fault_delay_noise,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_fault_delay_noise,264100,m1154_original_policy,runs/m1154_row15_promoted_unsafe_margin_projection_probe/checkpoints/alpha_0_05.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,True,15.569515766714245,-2.6161734370896332,-2.6161734370896332,0.9912477814119931,0.7816788629541689,4.74371738059456,0.9912477814119931,0.7734711730163701,0.0,0.0,0.0,0.0,0.025539582005784482,1.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_fault_delay_noise,0,m2641_source_only_stable_avoidable_base,ad24561d4f063e38,straight_full_brake_open_loop,264100,,False,fresh_fault_delay_noise,fresh_fault_delay_noise,1,True,True,m2648_m1154_original_policy_stable_avoidable_seed_264100_fresh_fault_delay_noise,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_m2532_guarded_repair_policy_stable_avoidable_seed_264100_fresh_fault_delay_noise,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_fault_delay_noise,264100,m2532_guarded_repair_policy,runs/m2532_engineering_controller_failure_surface_guarded_repair_execution/checkpoints/m2532_guarded_actor_head_repair.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,17.77260822140248,0.8068048701940516,0.8068048701940516,0.6595932805096034,0.46659472136082664,1.3206304924859658,0.2456165752250826,0.14065783645438618,0.0,1.0,1.0,1.0,0.004972500137135952,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_fault_delay_noise,0,m2641_source_only_stable_avoidable_base,ad24561d4f063e38,straight_full_brake_open_loop,264100,,False,fresh_fault_delay_noise,fresh_fault_delay_noise,1,True,True,m2648_m2532_guarded_repair_policy_stable_avoidable_seed_264100_fresh_fault_delay_noise,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_m2537_mitigation_preserving_policy_stable_avoidable_seed_264100_fresh_fault_delay_noise,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_fault_delay_noise,264100,m2537_mitigation_preserving_policy,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,P0_human_view_72_action_3_no_oracle,72,3,human_view_online_gru,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,17.79344107171076,0.8429750916322691,0.8429750916322691,0.6500444026309186,0.45806913480152295,1.2844593839676388,0.2488768385812481,0.14277668914353284,0.0,1.0,1.0,1.0,0.00465134201170523,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_fault_delay_noise,0,m2641_source_only_stable_avoidable_base,ad24561d4f063e38,straight_full_brake_open_loop,264100,,False,fresh_fault_delay_noise,fresh_fault_delay_noise,1,True,True,m2648_m2537_mitigation_preserving_policy_stable_avoidable_seed_264100_fresh_fault_delay_noise,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
engineering_controller_behavior_outcome_v0,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2648-engineering-controller-route-a-baseline-source-only-gap-targeted-repair-execution-preflight,m2641_straight_full_brake_open_loop_stable_avoidable_seed_264100_fresh_fault_delay_noise,source_only_diagnostic,source_only_four_wheel_hf0,stable_avoidable,m2641_source_only_stable_avoidable_base_fresh_seed_264100_axis_fault_delay_noise,264100,straight_full_brake_open_loop,,P0_human_view_72_action_3_no_oracle,72,3,,1,none,reset_ok,running,True,True,80,completed_horizon_without_backend_terminal,True,True,False,False,False,16.570385512647295,1.8832135088944897,1.8832135088944897,0.0305207937467265,0.024268319671473734,0.18929993678169013,5.221910314905922e-05,0.007939109174436949,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,complete,True,Route A source-only gap-targeted repair execution preflight only,"driver performance, controller ranking, winner selection, success-rate verdict, validation, paper, finite-window-vs-GRU, current-sim verdict, high-fidelity validation, or self-ID claim",Route A source-only fresh generalization panel,True,m2641_stable_avoidable_seed_264100_fresh_fault_delay_noise,0,m2641_source_only_stable_avoidable_base,ad24561d4f063e38,straight_full_brake_open_loop,264100,,False,fresh_fault_delay_noise,fresh_fault_delay_noise,1,True,True,m2648_straight_full_brake_open_loop_stable_avoidable_seed_264100_fresh_fault_delay_noise,runs/m2537_engineering_controller_failure_surface_mitigation_preserving_repair_execution/checkpoints/m2537_mitigation_preserving_actor_head_repair.pt,runs/m2648_engineering_controller_route_a_source_only_gap_targeted_repair_execution/checkpoints/m2648_gap_targeted_actor_head_repair.pt,True,True,True,road_departure_dominant_gap,,True,False,False,False
